Block ID,Block Height,Container ID,Num of Possible IDs,Index Appeared At,Possible Transaction Type,Source or Destination Chain,Chain Name,Exported Outputs or Imported Inputs
zgn7Ywx3Bp8ZoKSNZi1J6Az22MBwuPqfCPogZ6PKt1uk7zNnq,149890.000000,SCpJtCdeuQ9G7ciT46hUzm8mgvAn67CJTgmHnSmW9EE1jgjRZ,31,6,"""000000""",N/A,N/A,N/A
wEvHQ8sGbUaqkUjNy3r8VzTzpwenxTqi8xLQCBy2LJiwcnxHc,149889.000000,zgn7Ywx3Bp8ZoKSNZi1J6Az22MBwuPqfCPogZ6PKt1uk7zNnq,15,6,"""000001""",N/A,N/A,N/A
2bDRNfQ86ZHHKeX91J5w3eiHZVuyaknmuCEdXbSEsaZQueKCnS,149888.000000,wEvHQ8sGbUaqkUjNy3r8VzTzpwenxTqi8xLQCBy2LJiwcnxHc,31,6,"""000000""",N/A,N/A,N/A
pLmyVRNK4ozeAs4JQ3UQM5Nf6b13aECemXGTvY7ZY3F38rh6Z,149887.000000,2bDRNfQ86ZHHKeX91J5w3eiHZVuyaknmuCEdXbSEsaZQueKCnS,15,6,"""000001""",N/A,N/A,N/A
2BWUbDde55dkTatphGbgwWzeKZfWHXDNAfaiYE2fytmWrtCbD5,149886.000000,pLmyVRNK4ozeAs4JQ3UQM5Nf6b13aECemXGTvY7ZY3F38rh6Z,31,6,"""000000""",N/A,N/A,N/A
2A5J2A7doUJgXTYngvZbd28FC19C15rM2xQGyuK2M9j3Avk19B,149885.000000,2BWUbDde55dkTatphGbgwWzeKZfWHXDNAfaiYE2fytmWrtCbD5,15,6,"""000001""",N/A,N/A,N/A
2BywMbLZ1QjPwrVP4zBS9Xsb4dRRwAfY7EQMfyU2mRhffeEJh4,149884.000000,2A5J2A7doUJgXTYngvZbd28FC19C15rM2xQGyuK2M9j3Avk19B,31,6,"""000000""",N/A,N/A,N/A
YDfzSHKagtogY8z5xTz5AJp6tYMUr8ogGQPwDXMjJbZdLfTWb,149883.000000,2BywMbLZ1QjPwrVP4zBS9Xsb4dRRwAfY7EQMfyU2mRhffeEJh4,15,6,"""000001""",N/A,N/A,N/A
fUaDVwEdBXGv19UmrGzUqWX5RHCgZzCQjKZzz9uidwsFYBNYm,149882.000000,YDfzSHKagtogY8z5xTz5AJp6tYMUr8ogGQPwDXMjJbZdLfTWb,31,6,"""000000""",N/A,N/A,N/A
2anEiKeWfJttTrbW4PmASmFKt7daB3kRFpREPYivUA4tnPfjXc,149881.000000,fUaDVwEdBXGv19UmrGzUqWX5RHCgZzCQjKZzz9uidwsFYBNYm,15,6,"""000001""",N/A,N/A,N/A
rTvER3eEpCmCAcfNnkJiYuLhsNqo4LmDWFJHzmjar6sDz8sXr,149880.000000,2anEiKeWfJttTrbW4PmASmFKt7daB3kRFpREPYivUA4tnPfjXc,31,6,"""000000""",N/A,N/A,N/A
2t5cCRPHMf7zHqX84JqtuzmD8fFm5wL2P8ZGed6kzK2yUjxmdL,149879.000000,rTvER3eEpCmCAcfNnkJiYuLhsNqo4LmDWFJHzmjar6sDz8sXr,15,6,"""000001""",N/A,N/A,N/A
gMHK16V42MLN3qE3hkXLrY1vvYnvTcL1stBM2KoiXHR166BEx,149878.000000,2t5cCRPHMf7zHqX84JqtuzmD8fFm5wL2P8ZGed6kzK2yUjxmdL,31,6,"""000000""",N/A,N/A,N/A
2TFk6cfgWkNCyQxWFeqzDTyskhwQczqhpkSpi5azsC34gC9md1,149877.000000,gMHK16V42MLN3qE3hkXLrY1vvYnvTcL1stBM2KoiXHR166BEx,15,6,"""000001""",N/A,N/A,N/A
1G5HzLynPpP8G1pq54Q8PtKqHcSWCfMVG9XGZtayFAv2zFVT2,149876.000000,2TFk6cfgWkNCyQxWFeqzDTyskhwQczqhpkSpi5azsC34gC9md1,31,6,"""000000""",N/A,N/A,N/A
2kgmdazxdLstaPSc1HWPu8mqVgRWKKNb6PYDTDGgyHZKXfMu37,149875.000000,1G5HzLynPpP8G1pq54Q8PtKqHcSWCfMVG9XGZtayFAv2zFVT2,15,6,"""000001""",N/A,N/A,N/A
erpyaf8WdhuD6QtthYJp6hV4c27L89cd2FN7JoUoun6U6Vk9w,149874.000000,2kgmdazxdLstaPSc1HWPu8mqVgRWKKNb6PYDTDGgyHZKXfMu37,31,6,"""000000""",N/A,N/A,N/A
2ajCXNHyQFH1HNBwWJfMGM5x8HLExPrmCYdbVnLEvsFwDmMqg5,149873.000000,erpyaf8WdhuD6QtthYJp6hV4c27L89cd2FN7JoUoun6U6Vk9w,15,6,"""000001""",N/A,N/A,N/A
u6HZ2efcwopxCjgJfR4h2EopdhEPq4zYFayUSd7Drt5KdkRGh,149872.000000,2ajCXNHyQFH1HNBwWJfMGM5x8HLExPrmCYdbVnLEvsFwDmMqg5,31,6,"""000000""",N/A,N/A,N/A
2vutzHssAPvekNg1TD163gAHxSBzd7P7MakC4f1x14FGGSosN2,149871.000000,u6HZ2efcwopxCjgJfR4h2EopdhEPq4zYFayUSd7Drt5KdkRGh,15,6,"""000001""",N/A,N/A,N/A
2hwN7BbQWY8FPr5ubrVTCAfW3znR9saXiea5vvadsPAiXZsG66,149870.000000,2vutzHssAPvekNg1TD163gAHxSBzd7P7MakC4f1x14FGGSosN2,31,6,"""000000""",N/A,N/A,N/A
21NBFeNV9onvS8PWtV2rcVpioadZk2Q9i1bP3d1CnGbZ5sjTgK,149869.000000,2hwN7BbQWY8FPr5ubrVTCAfW3znR9saXiea5vvadsPAiXZsG66,15,6,"""000001""",N/A,N/A,N/A
2obVXYAzYVLen4h4EaTNw4NduqJoW2b5BmxnJskCq7uDpBKSUW,149868.000000,21NBFeNV9onvS8PWtV2rcVpioadZk2Q9i1bP3d1CnGbZ5sjTgK,31,6,"""000000""",N/A,N/A,N/A
f8fjYmV4S7LiS3xUCaJSEF3Yyjz1djbj6ozMbWtJ6g26aC7oF,149867.000000,2obVXYAzYVLen4h4EaTNw4NduqJoW2b5BmxnJskCq7uDpBKSUW,15,6,"""000001""",N/A,N/A,N/A
URx8hjpqGEhWEbxobLvwTaQ7Kx98fbNWWmqKZjNmQBKTKUriR,149866.000000,f8fjYmV4S7LiS3xUCaJSEF3Yyjz1djbj6ozMbWtJ6g26aC7oF,31,6,"""000000""",N/A,N/A,N/A
CMEaMuVD3fHdP4bhDpMeLLZcjnxheART4nFQ7C3GMsDrWVh9W,149865.000000,URx8hjpqGEhWEbxobLvwTaQ7Kx98fbNWWmqKZjNmQBKTKUriR,15,6,"""000001""",N/A,N/A,N/A
2XD4dNDhwMKnDxFTFkVqpcBW4RtnZSQ5YhnmmscNxXT3wUvxnJ,149864.000000,CMEaMuVD3fHdP4bhDpMeLLZcjnxheART4nFQ7C3GMsDrWVh9W,31,6,"""000000""",N/A,N/A,N/A
R5J8eEnbTXsiT3hrD8YJbPR9eqerPfmt8TUZvh3gnpAN66ti5,149863.000000,2XD4dNDhwMKnDxFTFkVqpcBW4RtnZSQ5YhnmmscNxXT3wUvxnJ,15,6,"""000001""",N/A,N/A,N/A
242Ri7V2vKdt2wLkApRW5P8sGKKjJpZhPcmdatfxs6f9LUg1e1,149862.000000,R5J8eEnbTXsiT3hrD8YJbPR9eqerPfmt8TUZvh3gnpAN66ti5,31,6,"""000000""",N/A,N/A,N/A
2EthnAoZfuTxGWwRRHU7c7tTXwV8wrFZwVfDgSY7HhPF7C3eXW,149861.000000,242Ri7V2vKdt2wLkApRW5P8sGKKjJpZhPcmdatfxs6f9LUg1e1,15,6,"""000001""",N/A,N/A,N/A
2s6fyX6U4dJXDZrpV2y69MzfBTjGRL7JCV7wekLHqkS2n21UCw,149860.000000,2EthnAoZfuTxGWwRRHU7c7tTXwV8wrFZwVfDgSY7HhPF7C3eXW,31,6,"""000000""",N/A,N/A,N/A
oA2XjotcJxvXyUfJEFHGGQE3cTawfRjVQ3JrXWWZWtcdGfguy,149859.000000,2s6fyX6U4dJXDZrpV2y69MzfBTjGRL7JCV7wekLHqkS2n21UCw,15,6,"""000001""",N/A,N/A,N/A
2mJGW4cgJe26PzNzdhKgPsYg47Eax4g16bkn1D2cT3646FRRfS,149858.000000,oA2XjotcJxvXyUfJEFHGGQE3cTawfRjVQ3JrXWWZWtcdGfguy,31,6,"""000000""",N/A,N/A,N/A
JfQPzhNbvtM4cUaze7A5AQq7L6B3Z29Twx7ZLiNBCgKTpw3R8,149857.000000,2mJGW4cgJe26PzNzdhKgPsYg47Eax4g16bkn1D2cT3646FRRfS,15,6,"""000001""",N/A,N/A,N/A
PDUDB6WziyYcRwZUBDV56SvKi8NMoo7PNCesZh2E2GGBQtdjz,149856.000000,JfQPzhNbvtM4cUaze7A5AQq7L6B3Z29Twx7ZLiNBCgKTpw3R8,31,6,"""000000""",N/A,N/A,N/A
2o5g9eW5PJHCvXsQujFHnTNt7zrbbfWsanqvqV1XL8VNdPMA5B,149855.000000,PDUDB6WziyYcRwZUBDV56SvKi8NMoo7PNCesZh2E2GGBQtdjz,15,6,"""000001""",N/A,N/A,N/A
2Qy8TP9Bs1rdimu2gkn6ggxsP4rVVAM7z8JYzaRLnhxByiLfjb,149854.000000,2o5g9eW5PJHCvXsQujFHnTNt7zrbbfWsanqvqV1XL8VNdPMA5B,31,6,"""000000""",N/A,N/A,N/A
2g2UMwnk2W9oWytfT6zcdnY8YLcSWt2RAiLKikZ2i8fwj7e5N6,149853.000000,2Qy8TP9Bs1rdimu2gkn6ggxsP4rVVAM7z8JYzaRLnhxByiLfjb,15,6,"""000001""",N/A,N/A,N/A
2ctf3osxoLcm4xsYuPTikirsGoRictTMDvkhxLSTVJm3C64D9S,149852.000000,2g2UMwnk2W9oWytfT6zcdnY8YLcSWt2RAiLKikZ2i8fwj7e5N6,31,6,"""000000""",N/A,N/A,N/A
mR8WLXqHuMTdXbfWMxoL6zJUX8puSARhSU4w9ieJYLpBXto8p,149851.000000,2ctf3osxoLcm4xsYuPTikirsGoRictTMDvkhxLSTVJm3C64D9S,15,6,"""000001""",N/A,N/A,N/A
Ydq8Ka25ahiAbV5YooqLEnC4gYkZLhEVwJPH47foNSh3n1ZmU,149850.000000,mR8WLXqHuMTdXbfWMxoL6zJUX8puSARhSU4w9ieJYLpBXto8p,31,6,"""000000""",N/A,N/A,N/A
2CH8tJ43nq6u1Pj7pCP5qpGZsyM6zd9K6wUoWxgWcVqfSjVyqp,149849.000000,Ydq8Ka25ahiAbV5YooqLEnC4gYkZLhEVwJPH47foNSh3n1ZmU,15,6,"""000001""",N/A,N/A,N/A
2K8en9C1Bvc9qi1pDsSCtZMgTYRAK5GgFpXCKcBKfpQM2xAQrL,149848.000000,2CH8tJ43nq6u1Pj7pCP5qpGZsyM6zd9K6wUoWxgWcVqfSjVyqp,31,6,"""000000""",N/A,N/A,N/A
QGtdHimzxo4xrKKZhszh3vGAaGnwLGeA1X4ETi1MVqBLrN51p,149847.000000,2K8en9C1Bvc9qi1pDsSCtZMgTYRAK5GgFpXCKcBKfpQM2xAQrL,15,6,"""000001""",N/A,N/A,N/A
n2pE3VqkQLNcE5jrBZsqcKTaDQMZcNZPRBhKW7Tvo56yZ3hkK,149846.000000,QGtdHimzxo4xrKKZhszh3vGAaGnwLGeA1X4ETi1MVqBLrN51p,31,6,"""000000""",N/A,N/A,N/A
NvKoRPTm84RzkxoaSDJbW6wbWNwBnx3vxYassUQW4Mm17uwAy,149845.000000,n2pE3VqkQLNcE5jrBZsqcKTaDQMZcNZPRBhKW7Tvo56yZ3hkK,15,6,"""000001""",N/A,N/A,N/A
7m2yfPh5vdXnLxLNuk2vq6CDL5tN5k8Ptz45owV8VeJ9uVp45,149844.000000,NvKoRPTm84RzkxoaSDJbW6wbWNwBnx3vxYassUQW4Mm17uwAy,31,6,"""000000""",N/A,N/A,N/A
27rr2uF577wwSxpCDhCqavSyx99vc1hdb3N2zyZQzEUuAAxp1Q,149843.000000,7m2yfPh5vdXnLxLNuk2vq6CDL5tN5k8Ptz45owV8VeJ9uVp45,15,6,"""000001""",N/A,N/A,N/A
26JqxDK7n9opW7BPb2yNhxSAxTyPXwsFjKSvUe1UpvgWiRVVnN,149842.000000,27rr2uF577wwSxpCDhCqavSyx99vc1hdb3N2zyZQzEUuAAxp1Q,31,6,"""000000""",N/A,N/A,N/A
21imepz46eKUQZLugtrXek6GgNoLLhXknQJNGUPJbGGVKgxCoD,149841.000000,26JqxDK7n9opW7BPb2yNhxSAxTyPXwsFjKSvUe1UpvgWiRVVnN,15,6,"""000001""",N/A,N/A,N/A
89AAFRFUpSexNMuHR9UcJ8FmVfw3DjxiBxbjoU8FMwZXR3tQ3,149840.000000,21imepz46eKUQZLugtrXek6GgNoLLhXknQJNGUPJbGGVKgxCoD,31,6,"""000000""",N/A,N/A,N/A
Sn4Km3nv39ZC8iGDwwfQ6sg6E3Nt1rB1Sj9rPA8kEjhHy5UiH,149839.000000,89AAFRFUpSexNMuHR9UcJ8FmVfw3DjxiBxbjoU8FMwZXR3tQ3,15,6,"""000001""",N/A,N/A,N/A
jMhwoeRWx7tVsxqVYU7A3hGuQdt7JUGFRLepHW43z8g3T8Cy,149838.000000,Sn4Km3nv39ZC8iGDwwfQ6sg6E3Nt1rB1Sj9rPA8kEjhHy5UiH,31,6,"""000000""",N/A,N/A,N/A
2iwuHSjJMoAd4vjMZ6KDBCohBH2y42Av3E1Bdmtrji81sFAZKR,149837.000000,jMhwoeRWx7tVsxqVYU7A3hGuQdt7JUGFRLepHW43z8g3T8Cy,15,6,"""000001""",N/A,N/A,N/A
Pff5sLC8dYU1p7ZqETQBQYtx945NPY6fKJ5k9BRyg333pssT8,149836.000000,2iwuHSjJMoAd4vjMZ6KDBCohBH2y42Av3E1Bdmtrji81sFAZKR,31,6,"""000000""",N/A,N/A,N/A
2CTtKA9vXXn8am6Muct2tHfmrUng5WmzipAMW89aSQyHXcqFgm,149835.000000,Pff5sLC8dYU1p7ZqETQBQYtx945NPY6fKJ5k9BRyg333pssT8,15,6,"""000001""",N/A,N/A,N/A
StWtcryA6pM4x522Kpciz8hwurm4UrBCA3ga9BJyJNww8FgQL,149834.000000,2CTtKA9vXXn8am6Muct2tHfmrUng5WmzipAMW89aSQyHXcqFgm,31,6,"""000000""",N/A,N/A,N/A
DkekGXiwVCxgtMpHxDxQ6CHz16omk1MwQ5phCJVCj6D2CjVmD,149833.000000,StWtcryA6pM4x522Kpciz8hwurm4UrBCA3ga9BJyJNww8FgQL,15,6,"""000001""",N/A,N/A,N/A
ZJyVCyu1mJXL3CTzZ4cRiGmBszVFTnWyDreDm8BqL3Vx7LCTw,149832.000000,DkekGXiwVCxgtMpHxDxQ6CHz16omk1MwQ5phCJVCj6D2CjVmD,31,6,"""000000""",N/A,N/A,N/A
2gaY8DFXN2RAk2s6fpS4DTGmwmCLFkaCWEXV3C5Zd69YtCyDWw,149831.000000,ZJyVCyu1mJXL3CTzZ4cRiGmBszVFTnWyDreDm8BqL3Vx7LCTw,15,6,"""000001""",N/A,N/A,N/A
2KciZP4WwGqGpoBTbYTckLhkbnJnUjxsh11dc1Vi5rXQgNxXZp,149830.000000,2gaY8DFXN2RAk2s6fpS4DTGmwmCLFkaCWEXV3C5Zd69YtCyDWw,31,6,"""000000""",N/A,N/A,N/A
26mKtZJNKKQ2wxe2zKpaxfK4UE93pQnCgzHj71HyYgsKQLWQnD,149829.000000,2KciZP4WwGqGpoBTbYTckLhkbnJnUjxsh11dc1Vi5rXQgNxXZp,15,6,"""000001""",N/A,N/A,N/A
2rb3tcFKUAFKvaRQJwTdsKApF2LgAcG4KiTfb7pWKyECrp4gcs,149828.000000,26mKtZJNKKQ2wxe2zKpaxfK4UE93pQnCgzHj71HyYgsKQLWQnD,31,6,"""000000""",N/A,N/A,N/A
XjPVZGsyRnLB95qwz2GWw47iAiNK22HdwaUhTShnJ5v9H3WiT,149827.000000,2rb3tcFKUAFKvaRQJwTdsKApF2LgAcG4KiTfb7pWKyECrp4gcs,15,6,"""000001""",N/A,N/A,N/A
2KFga9bBVJVkUsngcA7Vu61RxJDYWi67AJu7aQVdP3VtyjwQfZ,149826.000000,XjPVZGsyRnLB95qwz2GWw47iAiNK22HdwaUhTShnJ5v9H3WiT,31,6,"""000000""",N/A,N/A,N/A
2SMWDMNoiLAvTV4eZWZrHqhHTwgYYMXqe9bJYjgZxfsxy2XbJp,149825.000000,2KFga9bBVJVkUsngcA7Vu61RxJDYWi67AJu7aQVdP3VtyjwQfZ,15,6,"""000001""",N/A,N/A,N/A
2VuqeK6iQSXu7dGpnXobUUPQcwRR7eu6YCUgAXUmfPhscqnCGb,149824.000000,2SMWDMNoiLAvTV4eZWZrHqhHTwgYYMXqe9bJYjgZxfsxy2XbJp,31,6,"""000000""",N/A,N/A,N/A
2Tb3wqKsRgDxM7Lu5TyHcjQYsDKwMJXfVUQxUdqSPcUwqtEmDJ,149823.000000,2VuqeK6iQSXu7dGpnXobUUPQcwRR7eu6YCUgAXUmfPhscqnCGb,15,6,"""000001""",N/A,N/A,N/A
7g2gMYuTNZZiW7KS3i7U87x3F2DTFHRKKFSiFaTcURYidmrYo,149822.000000,2Tb3wqKsRgDxM7Lu5TyHcjQYsDKwMJXfVUQxUdqSPcUwqtEmDJ,31,6,"""000000""",N/A,N/A,N/A
bkhJ6zJWxVCrmTuBKku5b6Uqn4h3TirNFyPHLfHP3nU3R4Cm8,149821.000000,7g2gMYuTNZZiW7KS3i7U87x3F2DTFHRKKFSiFaTcURYidmrYo,15,6,"""000001""",N/A,N/A,N/A
V4cxQ2ycbN76LDqvthBgVuDss31trhe2bkcWnrLNrmuUFL6g4,149820.000000,bkhJ6zJWxVCrmTuBKku5b6Uqn4h3TirNFyPHLfHP3nU3R4Cm8,31,6,"""000000""",N/A,N/A,N/A
ut842fJrx1YyPkQciiP5ngVi2PBJjBzBvnsGR6oUuoqZeM4Hs,149819.000000,V4cxQ2ycbN76LDqvthBgVuDss31trhe2bkcWnrLNrmuUFL6g4,15,6,"""000001""",N/A,N/A,N/A
2qyDR1aqReg6uWq46nDx8XqXYm6dKr7XpYGuxapB9CXuWsYHmR,149818.000000,ut842fJrx1YyPkQciiP5ngVi2PBJjBzBvnsGR6oUuoqZeM4Hs,31,6,"""000000""",N/A,N/A,N/A
BX7ksvFTZJjCWjv4uKRWg4qQ2sG6pQbt7Qdn4jiJtT5EqqER3,149817.000000,2qyDR1aqReg6uWq46nDx8XqXYm6dKr7XpYGuxapB9CXuWsYHmR,15,6,"""000001""",N/A,N/A,N/A
5XhH51eaGnUd3EyGn7GLPdSSyF7uwo1kGWb4ab4VkuFQ1dFvq,149816.000000,BX7ksvFTZJjCWjv4uKRWg4qQ2sG6pQbt7Qdn4jiJtT5EqqER3,31,6,"""000000""",N/A,N/A,N/A
yVdfnzGmGuU5HP3XAeGm7DgrBJe4F1vKKpauEkfHHhhcmBb3V,149815.000000,5XhH51eaGnUd3EyGn7GLPdSSyF7uwo1kGWb4ab4VkuFQ1dFvq,15,6,"""000001""",N/A,N/A,N/A
2Y79UVz9pB1GpLG8UC2y8SBgVkaJxWrUvR5g7zdVV6w4GiPrfi,149814.000000,yVdfnzGmGuU5HP3XAeGm7DgrBJe4F1vKKpauEkfHHhhcmBb3V,31,6,"""000000""",N/A,N/A,N/A
2BYYdYtTCJNqbm575LGXDTFenzJx35rnVkbQWXpqne8wArYnMf,149813.000000,2Y79UVz9pB1GpLG8UC2y8SBgVkaJxWrUvR5g7zdVV6w4GiPrfi,15,6,"""000001""",N/A,N/A,N/A
1BDhXw4432RjMqY7jQJ8uTn7u9PcPMapuXLgvTUFCunWSrcb4,149812.000000,2BYYdYtTCJNqbm575LGXDTFenzJx35rnVkbQWXpqne8wArYnMf,31,6,"""000000""",N/A,N/A,N/A
2SEHwPG9ugwvkRsgPND94hTbpvWA5XaxmMXm4shdUEm6Z2UpG3,149811.000000,1BDhXw4432RjMqY7jQJ8uTn7u9PcPMapuXLgvTUFCunWSrcb4,15,6,"""000001""",N/A,N/A,N/A
GuPZ7SG7jD1Y2xy5kiH3EnaJcwJ7NncWLLDQQgdj4efczvbwR,149810.000000,2SEHwPG9ugwvkRsgPND94hTbpvWA5XaxmMXm4shdUEm6Z2UpG3,31,6,"""000000""",N/A,N/A,N/A
n6Hgd4nYB28fBsz3m2JbtkbgSWmuAawiFEhgsTUHzrWwtqJ23,149809.000000,GuPZ7SG7jD1Y2xy5kiH3EnaJcwJ7NncWLLDQQgdj4efczvbwR,15,6,"""000001""",N/A,N/A,N/A
mB3y9K5tY2ce2x8RXUzkg9M764sA6bRQsBU5qZQ9EyKhdg6m2,149808.000000,n6Hgd4nYB28fBsz3m2JbtkbgSWmuAawiFEhgsTUHzrWwtqJ23,31,6,"""000000""",N/A,N/A,N/A
V6gfabBpSFM5m7JwXNSNkQXuPkqnCPRdpry6ryzpBpwBr2B9R,149807.000000,mB3y9K5tY2ce2x8RXUzkg9M764sA6bRQsBU5qZQ9EyKhdg6m2,15,6,"""000001""",N/A,N/A,N/A
DSbSLzNwx6FZnnjjBjKSKZjXyWAsPXYg8BtebpHf8yEtxWMcw,149806.000000,V6gfabBpSFM5m7JwXNSNkQXuPkqnCPRdpry6ryzpBpwBr2B9R,31,6,"""000000""",N/A,N/A,N/A
28LGq6XsavFDYGoFUC9qZbgDQ3V1xgN5wKzq9e9JAukSywtTzg,149805.000000,DSbSLzNwx6FZnnjjBjKSKZjXyWAsPXYg8BtebpHf8yEtxWMcw,15,6,"""000002""",N/A,N/A,N/A
rzSbA4uhQeanvyVdRLiCutYN9GzJH4ugyeMJrVARspyYArQRn,149804.000000,28LGq6XsavFDYGoFUC9qZbgDQ3V1xgN5wKzq9e9JAukSywtTzg,55,6,"""000000""",N/A,N/A,N/A
2u224tuiqzSQZu47u6V11BwVc5HVNfUcw2wAhjur7GzFXpGSWQ,149803.000000,rzSbA4uhQeanvyVdRLiCutYN9GzJH4ugyeMJrVARspyYArQRn,15,6,"""000002""",N/A,N/A,N/A
2RPS6EDRSXh9cQsXMGxf8tP3RePhYwZHVTpfZjtuntG27RkdTu,149802.000000,2u224tuiqzSQZu47u6V11BwVc5HVNfUcw2wAhjur7GzFXpGSWQ,31,6,"""000000""",N/A,N/A,N/A
